id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,maximumClinicalTrialPhase,hasBeenWithdrawn,isApproved,tradeNames,synonyms,childChemblIds,description,crossReferences.Wikipedia,crossReferences.drugbank,linkedDiseases.rows,linkedDiseases.count,linkedTargets.rows,linkedTargets.count,yearOfFirstApproval,parentId,crossReferences.DailyMed,crossReferences.PubChem,crossReferences.chEBI,crossReferences.EMA,crossReferences.USAN,crossReferences.TG-GATEs,crossReferences.DrugCentral,crossReferences.INN
CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-SYZQJQIISA-N,Small molecule,True,MYCOPHENOLATE MOFETIL,4.0,False,True,"['Arzip', 'Cellcept', 'Myclausen', 'Mycophenolate mofetil', 'Myfenax']","['Myclausen', 'Mycophenolate mofetil', 'Mycophenolic acid 2-(4-morpholinyl)ethyl ester', 'Mycophenylate mofetil', 'NSC-724229', 'NSC-758905', 'RS-61443']",['CHEMBL1200955'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1995 and has 126 investigational indications. This drug has a black box warning from the FDA.,['Mycophenolate_mofetil'],['DB00688'],"['EFO_0000404', 'EFO_0000519', 'EFO_1000784', 'EFO_0004719', 'EFO_1000309', 'EFO_0000220', 'MONDO_0019469', 'EFO_1000965', 'EFO_0004826', 'MONDO_0002334', 'EFO_0000681', 'EFO_0000616', 'EFO_0002618', 'EFO_0003777', 'MONDO_0002367', 'EFO_0000565', 'MONDO_0044881', 'EFO_1001779', 'EFO_0000255', 'EFO_0000211', 'MONDO_0021193', 'EFO_0003032', 'EFO_0004228', 'EFO_0004236', 'EFO_1000560', 'MONDO_0000870', 'MONDO_0010518', 'Orphanet_79292', 'EFO_0000676', 'EFO_0006803', 'EFO_0000319', 'EFO_0000389', 'MONDO_0015253', 'EFO_1002048', 'EFO_0000339', 'EFO_1001857', 'EFO_0006927', 'EFO_0004251', 'MONDO_0007915', 'MONDO_0001705', 'EFO_0004256', 'MONDO_0018906', 'HP_0001915', 'MONDO_0019391', 'EFO_0000574', 'HP_0001871', 'EFO_0004991', 'EFO_0000699', 'EFO_0007196', 'EFO_0000764', 'EFO_0002428', 'EFO_0000318', 'EFO_1001469', 'EFO_1001051', 'MONDO_0004976', 'DOID_13406', 'Orphanet_848', 'EFO_0000621', 'MONDO_0019471', 'EFO_0003047', 'MONDO_0013730', 'EFO_0000191', 'EFO_0004244', 'EFO_0005952', 'EFO_0001365', 'HP_0002721', 'EFO_0000401', 'EFO_0003086', 'EFO_1000785', 'MONDO_0005147', 'EFO_0004274', 'EFO_0000685', 'MONDO_0044903', 'EFO_1001231', 'EFO_1001017', 'EFO_0000096', 'EFO_1000680', 'MONDO_0015760', 'EFO_0000309', 'EFO_0000384', 'EFO_0000198', 'EFO_0000537', 'EFO_0000182', 'EFO_0004255', 'MONDO_0005301', 'EFO_0005297', 'EFO_0002430', 'EFO_0001062', 'MONDO_0009387', 'EFO_0000095', 'EFO_0002429', 'MONDO_0000873', 'EFO_0004194', 'EFO_0001378', 'MONDO_0015974', 'EFO_1000956', 'MONDO_0009833', 'EFO_0003884', 'EFO_1000690', 'EFO_0001642', 'EFO_1000318', 'MONDO_0100244', 'MONDO_0011382', 'EFO_0000222', 'MONDO_0019472', 'EFO_0005140', 'EFO_0000717', 'EFO_1001345', 'MONDO_0018923', 'EFO_0000702', 'EFO_0000403', 'EFO_0004599', 'MONDO_0020547', 'EFO_0009441', 'EFO_0004254', 'EFO_0007187', 'EFO_0007160', 'EFO_0000183', 'EFO_0007359', 'EFO_0005761', 'EFO_0001421', 'EFO_1000102', 'EFO_0008507', 'MONDO_0019262', 'EFO_1001465', 'MONDO_0004992']",126.0,"['ENSG00000106348', 'ENSG00000178035']",2,1995.0,,['mycophenolate%20mofetil'],"['144205239', '170464859', '29215409']",['8764'],['https://www.ema.europa.eu/en/medicines/human/EPAR/myclausen'],,,,
CHEMBL1615439,C[C@H]1[C@H](c2ccccc2)OCCN1C,MFOCDFTXLCYLKU-CMPLNLGQSA-N,Small molecule,False,PHENDIMETRAZINE,4.0,False,True,[],"['NSC-169187', 'Phendimetrazine']",['CHEMBL2062163'],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1976 and is indicated for obesity.,,['DB01579'],['EFO_0001073'],1.0,"['ENSG00000142319', 'ENSG00000103546']",2,1976.0,,,,['8059'],,,,,
CHEMBL2103863,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,MAUCONCHVWBMHK-UHFFFAOYSA-N,Small molecule,False,ABEXINOSTAT,3.0,False,False,[],"['Abexinostat', 'CRA 024781', 'CRA 24781', 'CRA-024781', 'PCI 24781', 'PCI-24781', 'PZP-115891', 'PZP115891', 'S-78454', 'S78454']",['CHEMBL2105727'],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 7 investigational indications.,,['DB12565'],"['MONDO_0018906', 'EFO_0005952', 'EFO_0000616', 'EFO_0000691', 'EFO_0000681', 'EFO_0000183', 'EFO_0000403']",7.0,"['ENSG00000116478', 'ENSG00000171720', 'ENSG00000094631', 'ENSG00000196591', 'ENSG00000108840', 'ENSG00000061273', 'ENSG00000147099', 'ENSG00000163517', 'ENSG00000068024', 'ENSG00000048052', 'ENSG00000100429']",11,,,,,,,,,,
CHEMBL3545235,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,OXWUWXCJDBRCCG-UHFFFAOYSA-N,Small molecule,False,SIMOTINIB,3.0,False,False,[],"['Sim-6802', 'Simotinib']",,Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication.,,,['EFO_0003060'],1.0,['ENSG00000146648'],1,,,,,,,,,,
CHEMBL4650326,C(=C/c1cccs1)\c1cc[nH]n1,FOHWAQGURRYJFK-ONEGZZNKSA-N,Small molecule,False,TEREVALEFIM,3.0,False,False,[],"['ANG-3777', 'Ang-3777', 'BB3', 'Refanalin', 'SNV-003', 'Terevalefim']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,,"['HP_0001919', 'MONDO_0002492']",2.0,['ENSG00000105976'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/TEREVALEFIM/relevant/1/'],,,
CHEMBL539770,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,RNGHAJVBYQPLAZ-UHFFFAOYSA-N,Small molecule,False,TERODILINE HYDROCHLORIDE,4.0,True,True,"['Micturin 12.5', 'Micturin 25']",['Terodiline hydrochloride'],,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1986. It was withdrawn in at least one region.,,,,,"['ENSG00000133019', 'ENSG00000180720', 'ENSG00000168539', 'ENSG00000181072', 'ENSG00000184984', 'ENSG00000196557', 'ENSG00000153956', 'ENSG00000151067', 'ENSG00000157445', 'ENSG00000081248', 'ENSG00000007402', 'ENSG00000157388', 'ENSG00000141837', 'ENSG00000148408', 'ENSG00000006283', 'ENSG00000151062', 'ENSG00000100346', 'ENSG00000102001', 'ENSG00000198216', 'ENSG00000182389', 'ENSG00000165995', 'ENSG00000067191', 'ENSG00000167535', 'ENSG00000105605', 'ENSG00000075429', 'ENSG00000166862', 'ENSG00000075461', 'ENSG00000142408', 'ENSG00000006116', 'ENSG00000130433', 'ENSG00000108878']",31,1986.0,CHEMBL363295,,['144206962'],,,,,,
CHEMBL7413,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,NZXKDOXHBHYTKP-UHFFFAOYSA-N,Small molecule,True,METHOHEXITAL,4.0,False,True,[],"['Methohexital', 'Methohexital civ', 'Methohexitone']",['CHEMBL30219'],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1960. This drug has a black box warning from the FDA.,['Methohexital'],['DB00474'],,,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,1960.0,,,,['102216'],,,,,
CHEMBL750,NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,Small molecule,False,ZONISAMIDE,4.0,False,True,"['Zonegran', 'Zonisade', 'Zonisamide']","['AD-810', 'CI-912', 'Excegran', 'N03AX15', 'PD-110843', 'Zonisade', 'Zonisamide']","['CHEMBL1514931', 'CHEMBL1596271']",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and has 4 approved and 16 investigational indications.,['Zonisamide'],['DB00909'],"['EFO_0004238', 'EFO_0003768', 'HP_0001250', 'EFO_0004319', 'MONDO_0002046', 'EFO_0001073', 'MONDO_0005090', 'EFO_0003108', 'EFO_0000474', 'EFO_0004566', 'HP_0007359', 'MONDO_0005180', 'MONDO_0007079', 'EFO_0005203', 'EFO_0004263', 'EFO_1001254', 'MONDO_0005277', 'EFO_0005411', 'EFO_0002610', 'EFO_1000877']",20.0,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,2000.0,,['zonisamide'],"['144205122', '49666067', '90341782']",['10127'],['https://www.ema.europa.eu/en/medicines/human/EPAR/zonegran'],,,,
CHEMBL1090771,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,XEAOPVUAMONVLA-QGZVFWFLSA-N,Small molecule,False,AVAGACESTAT,2.0,False,False,[],"['Avagacestat', 'BMS 708163', 'BMS-708163', 'BMS-708163-01', 'BMS-70816301', 'BMS708163']",,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,['DB11893'],['MONDO_0004975'],1.0,"['ENSG00000117362', 'ENSG00000205155', 'ENSG00000138613', 'ENSG00000080815', 'ENSG00000162736', 'ENSG00000143801']",6,,,,,,,,,,
CHEMBL119549,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1,VXEBMQZDPONDFB-UHFFFAOYSA-N,Small molecule,False,ANDOLAST,2.0,False,False,[],"['Andolast', 'Cr2039']",,Small molecule drug with a maximum clinical trial phase of II.,,,,,['ENSG00000156113'],1,,,,,,,,,,
CHEMBL1201528,,,Protein,False,VASOPRESSIN TANNATE,4.0,False,True,['Pitressin tannate'],['Vasopressin tannate'],,Protein drug with a maximum clinical trial phase of IV that was first approved in 1982.,,,,,"['ENSG00000166148', 'ENSG00000126895', 'ENSG00000198049']",3,1982.0,,,,,,,,,
CHEMBL2079587,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,Small molecule,False,STANOZOLOL,4.0,False,True,"['Stromba', 'Tevabolin', 'Winstrol']","['Androstanazol', 'Androstanazole', 'NSC-233046', 'NSC-43193', 'Stanozolol', 'Stanozolol ciii', 'WIN 14833', 'WIN-14833', 'Winstrol', 'Winstrol Depot']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1962 and has 1 investigational indication.,,['DB06718'],['EFO_0000198'],1.0,['ENSG00000169083'],1,1962.0,,,['170465251'],['9249'],,,,,
CHEMBL2104745,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,HIUPRQPBWVEQJJ-UHFFFAOYSA-N,Small molecule,False,PAGOCLONE,2.0,False,False,[],"['CI-1043', 'IP 456', 'IP-456', 'Pagoclone', 'RP 62955', 'RP-62955']",,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,['DB04903'],"['EFO_0803321', 'HP_0025268']",2.0,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,,,,,,,,,,
CHEMBL2106798,CC1(C)CC(C)(C)CC(C)(N)C1.CS(=O)(=O)O,CLUKHUGGXSIGRX-UHFFFAOYSA-N,Small molecule,False,NERAMEXANE MESYLATE,3.0,False,False,[],"['Neramexane mesilate', 'Neramexane mesylate']",,Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication.,,,['HP_0000360'],1.0,"['ENSG00000176884', 'ENSG00000183454', 'ENSG00000273079', 'ENSG00000105464', 'ENSG00000116032', 'ENSG00000161509', 'ENSG00000198785', 'ENSG00000174343', 'ENSG00000129749']",9,,CHEMBL2110954,,,,,,,,
CHEMBL2108035,,,Unknown,True,INCOBOTULINUMTOXINA,4.0,False,True,[],"['Incobotulinumtoxina', 'RTI-150', 'RTI150']",,Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2010 and has 18 investigational indications. This drug has a black box warning from the FDA.,,,"['HP_0025267', 'EFO_0003108', 'HP_0012076', 'EFO_0003843', 'MONDO_0005180', 'EFO_0004191', 'HP_0000473', 'EFO_0003877', 'MONDO_0000396', 'MONDO_0003441', 'EFO_1001219', 'EFO_0000712', 'MONDO_0011728', 'Orphanet_93955', 'HP_0001257', 'HP_0001337', 'EFO_1000783', 'EFO_1000781', 'EFO_1000760']",19.0,['ENSG00000132639'],1,2010.0,,,,,,,,,
CHEMBL3989682,CN(CP(=O)(O)O)c1cc([N+](=O)[O-])cc2[nH]c(=O)c(=O)[nH]c12,DDOAQMGXVXFNSH-UHFFFAOYSA-N,Small molecule,False,BECAMPANEL,2.0,False,False,[],"['AMP-397', 'AMP397', 'Becampanel']",,Small molecule drug with a maximum clinical trial phase of II.,,,,,"['ENSG00000152578', 'ENSG00000125675', 'ENSG00000120251', 'ENSG00000155511']",4,,,,,,,,,,
CHEMBL4297951,,,Unknown,False,COAGULATION FACTOR X HUMAN,4.0,False,True,['Coagadex'],"['Coagulation factor x', 'Coagulation factor x human', 'Coagulation factor x, human', 'Factor x', 'Human coagulation factor x', 'Human factor x']",,Unknown drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2016 and is indicated for hemorrhage and factor x deficiency.,,,"['MP_0001914', 'MONDO_0002247']",2.0,['ENSG00000126218'],1,2016.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/coagadex'],,,,
CHEMBL4297987,,,Antibody drug conjugate,False,ENAPOTAMAB VEDOTIN,2.0,False,False,[],"['Axl-107-mmae', 'Enapotamab vedotin', 'Humax axl adc', 'Humax-axl-adc']",,Antibody drug conjugate drug with a maximum clinical trial phase of II.,,,,,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014', 'ENSG00000167601']",16,,,,,,,,,,
CHEMBL571546,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,HUNGUWOZPQBXGX-UHFFFAOYSA-N,Small molecule,False,TIRBANIBULIN,4.0,False,True,['Klisyri'],"['KX-01', 'KX-2-391', 'KX-2391', 'KX2-391', 'KX2391', 'Kx2-391', 'Tirbanibulin']",['CHEMBL4594279'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and is indicated for actinic keratosis and has 5 investigational indications.,,['DB06137'],"['EFO_0000574', 'EFO_0000222', 'EFO_0000616', 'EFO_0004193', 'EFO_0002496', 'EFO_0000616', 'MONDO_0008315']",7.0,['ENSG00000197122'],1,2020.0,,,['164339429'],,['https://www.ema.europa.eu/en/medicines/human/EPAR/klisyri'],['https://searchusan.ama-assn.org/finder/usan/search/TIRBANIBULIN/relevant/1/'],,,
CHEMBL576982,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CVWXJKQAOSCOAB-UHFFFAOYSA-N,Small molecule,True,QUIZARTINIB,4.0,False,True,[],"['AC-010220', 'AC-220', 'AC010220', 'AC220', 'ASP-2689', 'Ac-220', 'Quizartinib']",['CHEMBL2105709'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2023 and is indicated for acute myeloid leukemia and has 5 investigational indications. This drug has a black box warning from the FDA.,,['DB12874'],"['EFO_0001421', 'EFO_0000220', 'EFO_0000198', 'EFO_0000222', 'EFO_0000616', 'EFO_0000222']",6.0,"['ENSG00000182578', 'ENSG00000165731', 'ENSG00000113721', 'ENSG00000134853', 'ENSG00000122025', 'ENSG00000157404']",6,2023.0,,,['137275856'],['90217'],,,,,
CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,OELFLUMRDSZNSF-BRWVUGGUSA-N,Small molecule,False,NATEGLINIDE,4.0,False,True,"['Nateglinide', 'Starlix', 'Starsis']","['A-4166', 'AY-4166', 'AY4166', 'D-nateglinide', 'DJN 608', 'DJN-608', 'NSC-758695', 'Nateglinide', 'SDZ DJN 608', 'SDZ-DJN-608', 'Senaglinide']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2000 and is indicated for type 2 diabetes mellitus and diabetes mellitus.,,['DB00731'],"['MONDO_0005148', 'EFO_0000400']",2.0,"['ENSG00000187486', 'ENSG00000006071']",2,2000.0,,['nateglinide'],"['144204985', '170464822', '26719880']",['31897'],['https://www.ema.europa.eu/en/medicines/human/EPAR/starlix'],,,,
CHEMBL1200895,NNCCc1ccccc1.O=S(=O)(O)O,RXBKMJIPNDOHFR-UHFFFAOYSA-N,Small molecule,True,PHENELZINE SULFATE,4.0,False,True,"['Nardil', 'Phenelzine sulfate']","['NSC-170957', 'Phenelzine acid sulfate', 'Phenelzine sulfate', 'Phenelzine sulphate']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1961 and has 2 investigational indications. This drug has a black box warning from the FDA.,,,"['EFO_0000673', 'MONDO_0007254']",2.0,"['ENSG00000189221', 'ENSG00000069535']",2,1961.0,CHEMBL1089,['phenelzine%20sulfate'],"['11533068', '144203787', '144207332', '170465229', '26747636', '26747637', '49681616', '50106853']",['8061'],,,,,
CHEMBL1200984,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,TZNOWAJJWCGILX-BTJKTKAUSA-N,Small molecule,False,AMLODIPINE MALEATE,4.0,False,True,['Amvaz'],"['Amlodipine maleate', 'UK-48,340-11', 'UK-48340-11']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2003.,,,,,"['ENSG00000151067', 'ENSG00000081248', 'ENSG00000157388', 'ENSG00000102001']",4,2003.0,CHEMBL1491,,,,,,,,
CHEMBL2104964,Cc1ccc(S(=O)(=O)O)cc1.Clc1ccc(OC[C@H]2CCN2)cn1,JCPWIGCGJUGLJQ-OGFXRTJISA-N,Small molecule,False,TEBANICLINE TOSYLATE,2.0,False,False,[],"['A-165594', 'A-166594.47', 'A-16659447', 'ABT-165594', 'ABT-594', 'Ebanicline tosylate', 'Tebanicline tosilate', 'Tebanicline tosylate']",,Small molecule drug with a maximum clinical trial phase of II.,,,,,"['ENSG00000160716', 'ENSG00000101204']",2,,CHEMBL430497,,,,,,,,
CHEMBL2107831,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N,Small molecule,False,LUSUTROMBOPAG,4.0,False,True,"['Mulpleo (previously lusutrombopag shionogi)', 'Mulpleta', 'S-888711']","['Lusutrombopag', 'RSC888711', 'S-888711']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2018 and is indicated for thrombocytopenia and hemorrhage and has 1 investigational indication.,,['DB13125'],"['HP_0001873', 'EFO_0007160', 'MP_0001914']",3.0,['ENSG00000117400'],1,2018.0,,['lusutrombopag'],,,['https://www.ema.europa.eu/en/medicines/human/EPAR/mulpleo'],,,,
CHEMBL2109410,,,Antibody,False,TB-402,2.0,False,False,[],"['TB-402', 'Tb-402']",,Antibody drug with a maximum clinical trial phase of II and has 1 investigational indication.,,,['EFO_0004286'],1.0,['ENSG00000185010'],1,,,,,,,,,,
CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,BTBHLEZXCOBLCY-QGZVFWFLSA-N,Small molecule,False,FINERENONE,4.0,False,True,['Kerendia'],"['BAY 94-8862', 'BAY-94-8862', 'Bay94-8862', 'Finerenone']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and has 3 approved and 2 investigational indications.,,,"['EFO_0003884', 'EFO_0000401', 'MONDO_0005148', 'EFO_0000319', 'EFO_0003144']",5.0,['ENSG00000151623'],1,2021.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia'],,,,
CHEMBL3545414,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,FYJROXRIVQPKRY-UHFFFAOYSA-N,Small molecule,False,RIVOCERANIB MESYLATE,3.0,False,False,['Aitan'],"['Apatinib (registered name in China)', 'Apatinib mesylate', 'Rivoceranib mesylate', 'YN-968D1', 'Yn-968d1']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 62 investigational indications.,,,"['EFO_1000359', 'EFO_0004252', 'EFO_0000231', 'MONDO_0007254', 'EFO_0001061', 'EFO_0000756', 'EFO_0000702', 'MONDO_0008170', 'EFO_0000178', 'EFO_0006859', 'EFO_1001968', 'EFO_0005221', 'MONDO_0003060', 'MONDO_0002120', 'EFO_0004142', 'MONDO_0001056', 'EFO_0003868', 'EFO_1001951', 'MONDO_0004992', 'EFO_0000182', 'EFO_0000313', 'EFO_0000571', 'MONDO_0008903', 'EFO_1001961', 'MONDO_0021063', 'EFO_1001956', 'EFO_0002939', 'EFO_0001071', 'EFO_0005537', 'MONDO_0100342', 'EFO_0000199', 'MONDO_0002108', 'EFO_0004284', 'EFO_0003060', 'MONDO_0005575', 'EFO_0003869', 'HP_0001541', 'MONDO_0002974', 'EFO_0003891', 'EFO_0000637', 'EFO_0002916', 'EFO_0005543', 'EFO_0003897', 'EFO_0000181', 'EFO_0000616', 'EFO_0005922', 'EFO_0000691', 'EFO_0000621', 'EFO_0003893', 'MONDO_0018944', 'EFO_0000707', 'EFO_0000211', 'MONDO_0007576', 'EFO_0002618', 'EFO_1002017', 'EFO_0009708', 'EFO_0000365', 'EFO_0000574', 'EFO_0000503', 'EFO_0003860', 'EFO_0000681', 'MONDO_0008315']",62.0,['ENSG00000128052'],1,,CHEMBL3186534,,,,,,,,
CHEMBL3900554,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,ZRYMMWAJAFUANM-INIZCTEOSA-N,Small molecule,False,BMS-986142,2.0,False,False,[],['Bms-986142'],,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,['DB15291'],"['EFO_0000685', 'MONDO_0005178']",2.0,['ENSG00000010671'],1,,,,,,,,,,
CHEMBL5095022,CC(C)S(=O)(=O)N[C@H]1COC[C@H]1Oc1ccc(-c2ccc(C#N)s2)cc1,TTYKUKSFWHEBLI-DLBZAZTESA-N,Small molecule,False,PESAMPATOR,2.0,False,False,[],"['BIIB-104', 'BIIB104', 'PF-04958242', 'PF-4958242', 'Pesampator', 'Pf-04958242']",,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,,"['EFO_1001176', 'EFO_0000677', 'HP_0001268', 'MONDO_0005090']",4.0,"['ENSG00000152578', 'ENSG00000125675', 'ENSG00000120251', 'ENSG00000155511']",4,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/PESAMPATOR/relevant/1/'],,,['https://www.who.int/publications/m/item/inn-pl-126']
CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,Small molecule,True,BOSENTAN,4.0,False,True,"['Stayveer', 'Tracleer']","['Anhydrous bosentan', 'Bosentan', 'Bosentan anhydrous', 'Bosentan hydrate', 'Bosentan monohydrate', 'RO 47-0203/029', 'RO-47-0203-029', 'RO-470203029']",['CHEMBL175616'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and has 5 approved and 22 investigational indications. This drug has a black box warning from the FDA.,['Bosentan'],['DB00559'],"['EFO_1001103', 'EFO_0000537', 'EFO_0000768', 'EFO_0000373', 'EFO_0003877', 'HP_0001945', 'EFO_0000616', 'EFO_1000809', 'EFO_1001346', 'EFO_0009200', 'EFO_0001361', 'EFO_0001422', 'EFO_0000717', 'MONDO_0004979', 'EFO_0002618', 'MONDO_0004933', 'MONDO_0005148', 'MONDO_0007172', 'EFO_0000400', 'MONDO_0005149', 'EFO_0005207', 'EFO_0005207', 'MONDO_0043839', 'EFO_0000341', 'EFO_0000756', 'MONDO_0005041', 'EFO_0007372']",27.0,"['ENSG00000136160', 'ENSG00000151617']",2,2001.0,,['bosentan'],"['144205997', '170465245']",['51450'],"['https://www.ema.europa.eu/en/medicines/human/EPAR/stayveer', 'https://www.ema.europa.eu/en/medicines/human/EPAR/tracleer']",,,,
CHEMBL1201082,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,GIYXAJPCNFJEHY-UHFFFAOYSA-N,Small molecule,True,FLUOXETINE HYDROCHLORIDE,4.0,False,True,"['Felicium', 'Fluoxetine', 'Fluoxetine hydrochloride', 'Olena', 'Oxactin', 'Prozac', 'Prozac 60', 'Prozac weekly', 'Prozep', 'Prozit', 'Ranflutin', 'Reconcile', 'Sarafem', 'Selfemra']","['Adofen', 'Fluctin', 'Fluneurin', 'Fluox-puren', 'Fluoxeren', 'Fluoxetine (as hydrochloride)', 'Fluoxetine hydrochloride', 'Flusol', 'Fluxet', 'Fontex', 'Foxetin', 'LY-110140', 'LY110140', 'Lovan', 'Reconcile']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1987 and has 5 approved and 2 investigational indications. This drug has a black box warning from the FDA.,,,"['EFO_0004242', 'EFO_0004262', 'EFO_0009963', 'MONDO_0004985', 'EFO_0003761', 'MONDO_0002009', 'MONDO_0002050']",7.0,['ENSG00000108576'],1,1987.0,CHEMBL41,['fluoxetine%20hydrochloride'],"['144207380', '26747522', '26747523', '50106352', '50106353', '50106354', '56422172', '855820']",,['https://www.ema.europa.eu/en/medicines/veterinary/EPAR/reconcile'],,,,
