gene_id	gene_name	disease_label	mondo_disease_id	gene_id_mouse	mp_ancestor_id	mp_ancestor_label	mp_id	mp_label	mouse_phenotype
ENSG00000175387	SMAD2	congenital heart disease	MONDO_0005453	ENSMUSG00000024563	MP_0005378	growth/size/body region phenotype	MP_0001698;MP_0003984;MP_0000460;MP_0000087;MP_0000433;MP_0000458	decreased embryo size;embryonic growth retardation;mandible hypoplasia;absent mandible;microcephaly;abnormal mandible morphology	True
ENSG00000175387	SMAD2	congenital heart disease	MONDO_0005453	ENSMUSG00000024563	MP_0005385	cardiovascular system phenotype	MP_0000270;MP_0000267;MP_0004787	abnormal heart tube morphology;abnormal heart development;abnormal dorsal aorta morphology	True
ENSG00000175538	KCNE3	Brugada syndrome	MONDO_0015263	ENSMUSG00000035165	MP_0005385	cardiovascular system phenotype	MP_0008950;MP_0001544;MP_0010505;MP_0003233	ventricular tachycardia;abnormal cardiovascular system physiology;T波異常;QT時間延長	True
ENSG00000175707	KDF1	ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	MONDO_0015024	ENSMUSG00000037600	MP_0010771	integument phenotype	MP_0002796;MP_0001241;MP_0001219;MP_0001198;MP_0002656;MP_0009583	impaired skin barrier function;absent epidermis stratum corneum;thick epidermis;tight skin;abnormal keratinocyte differentiation;increased keratinocyte proliferation	True
ENSG00000175745	NR2F1	Bosch-Boonstra-Schaaf optic atrophy syndrome	MONDO_0014320	ENSMUSG00000069171	MP_0003631	nervous system phenotype	MP_0004167;MP_0000788;MP_0001898;MP_0008221;MP_0001096;MP_0002882;MP_0020083;MP_0004407;MP_0004401;MP_0002961;MP_0008225;MP_0002199;MP_0004492;MP_0004102;MP_0001900;MP_0005404;MP_0001473;MP_0004395;MP_0000780;MP_0000862;MP_0004589;MP_0004491;MP_0020068	abnormal cingulate gyrus morphology;abnormal cerebral cortex morphology;abnormal long-term depression;abnormal hippocampal commissure morphology;abnormal glossopharyngeal ganglion morphology;abnormal neuron morphology;decreased hippocampus volume;increased cochlear hair cell number;increased cochlear outer hair cell number;abnormal axon guidance;abnormal anterior commissure morphology;abnormal brain commissure morphology;abnormal orientation of inner hair cell stereociliary bundles;abnormal dorsal striatum morphology;impaired synaptic plasticity;abnormal axon morphology;reduced long-term potentiation;increased cochlear inner hair cell number;abnormal corpus callosum morphology;absent barrels in primary somatosensory cortex;abnormal cochlear hair cell development;abnormal orientation of outer hair cell stereociliary bundles;increased neocortex volume	True
ENSG00000175745	NR2F1	Bosch-Boonstra-Schaaf optic atrophy syndrome	MONDO_0014320	ENSMUSG00000069171	MP_0005386	behavior/neurological phenotype	MP_0001437;MP_0001523;MP_0012318;MP_0001489;MP_0010053	no swallowing reflex;impaired righting response;slow extinction of fear memory;decreased startle reflex;decreased grip strength	True
ENSG00000175920	DOK7	congenital myasthenic syndrome 10	MONDO_0009690	ENSMUSG00000044716	MP_0003631	nervous system phenotype	MP_0001052;MP_0001053	abnormal innervation pattern to muscle;abnormal neuromuscular synapse morphology	True
ENSG00000176058	TPRN	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000048707	MP_0003631	nervous system phenotype	MP_0004529;MP_0004534;MP_0004398;MP_0004404	decreased outer hair cell stereocilia number;decreased inner hair cell stereocilia number;cochlear inner hair cell degeneration;cochlear outer hair cell degeneration	True
ENSG00000176058	TPRN	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000048707	MP_0005377	hearing/vestibular/ear phenotype	MP_0004749;MP_0011967;MP_0004738;MP_0004529;MP_0004534;MP_0004398;MP_0004404	nonsyndromic hearing loss;increased or absent threshold for auditory brainstem response;abnormal auditory brainstem response;decreased outer hair cell stereocilia number;decreased inner hair cell stereocilia number;cochlear inner hair cell degeneration;cochlear outer hair cell degeneration	True
ENSG00000176058	TPRN	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000048707	MP_0005386	behavior/neurological phenotype	MP_0001486	abnormal startle reflex	True
ENSG00000176076	KCNE5	Brugada syndrome	MONDO_0015263	ENSMUSG00000090122	MP_0005385	cardiovascular system phenotype	MP_0008950;MP_0001544;MP_0009732;MP_0020345	ventricular tachycardia;abnormal cardiovascular system physiology;ventricular premature beat;abnormal myocardial fiber currents	True
ENSG00000176165	FOXG1	FOXG1 disorder	MONDO_0100040	ENSMUSG00000020950	MP_0003631	nervous system phenotype	MP_0000805;MP_0020527;MP_0009937;MP_0004274;MP_0002741;MP_0012559;MP_0020083;MP_0009969;MP_0012468;MP_0004948;MP_0000787;MP_0000934;MP_0002152;MP_0009974;MP_0009690;MP_0008547;MP_0000936;MP_0000788;MP_0008540;MP_0006254	abnormal visual cortex morphology;small thalamus;abnormal neuron differentiation;abnormal embryonic/fetal subventricular zone morphology;small olfactory bulb;decreased forebrain volume;decreased hippocampus volume;abnormal cerebral cortex pyramidal cell morphology;decreased striatum size;abnormal neuronal precursor proliferation;abnormal telencephalon morphology;abnormal telencephalon development;abnormal brain morphology;decreased cerebral cortex pyramidal cell number;abnormal neural tube mantle layer morphology;abnormal neocortex morphology;small embryonic telencephalon;abnormal cerebral cortex morphology;abnormal cerebral hemisphere morphology;thin cerebral cortex	True
ENSG00000176165	FOXG1	FOXG1 disorder	MONDO_0100040	ENSMUSG00000020950	MP_0005386	behavior/neurological phenotype	MP_0001404	no spontaneous movement	True
ENSG00000176678	FOXL1	congenital heart disease	MONDO_0005453	ENSMUSG00000097084	MP_0005378	growth/size/body region phenotype	MP_0001265;MP_0001732	decreased body size;postnatal growth retardation	True
ENSG00000176692	FOXC2	lymphedema-distichiasis syndrome	MONDO_0007922	ENSMUSG00000046714	MP_0005385	cardiovascular system phenotype	MP_0006054;MP_0001915;MP_0011455;MP_0003659;MP_0001614;MP_0006356;MP_0010402;MP_0002652;MP_0011437;MP_0011509;MP_0011659;MP_0004113;MP_0011359;MP_0010526;MP_0006354	spinal hemorrhage;intracranial hemorrhage;absent glomerular endothelium fenestra;abnormal lymph circulation;abnormal blood vessel morphology;abnormal third pharyngeal arch artery morphology;ventricular septal defect;thin myocardium;glomerulus hemorrhage;dilated glomerular capillary;interrupted aortic arch, type b;abnormal aortic arch morphology;decreased glomerular capillary number;aortic arch coarctation;abnormal fourth pharyngeal arch artery morphology	True
ENSG00000176692	FOXC2	lymphedema-distichiasis syndrome	MONDO_0007922	ENSMUSG00000046714	MP_0005387	immune system phenotype	MP_0003659;MP_0002218;MP_0000702;MP_0004106;MP_0004107;MP_0004038	abnormal lymph circulation;increased lymph node number;enlarged lymph nodes;lymphatic vessel hyperplasia;abnormal thoracic duct morphology;lymphangiectasis	True
ENSG00000176884	GRIN1	complex neurodevelopmental disorder	MONDO_0100038	ENSMUSG00000026959	MP_0003631	nervous system phenotype	MP_0002272;MP_0001473;MP_0008236;MP_0002886;MP_0001065;MP_0004753;MP_0002887;MP_0003633;MP_0011003;MP_0009142;MP_0005277;MP_0001901;MP_0002888;MP_0004811	abnormal nervous system electrophysiology;reduced long-term potentiation;decreased susceptibility to neuronal excitotoxicity;abnormal glutamate-mediated receptor currents;abnormal trigeminal nerve morphology;abnormal miniature excitatory postsynaptic currents;decreased susceptibility to pharmacologically induced seizures;abnormal nervous system physiology;AMPA介在シナプス電流の低下;decreased prepulse inhibition;abnormal brainstem morphology;NMDA 受容体介在シナプス電流欠如;NMDA(ＮメチルＤアスパラギン酸）介在性シナプス電流の異常;abnormal neuron physiology	True
ENSG00000177000	MTHFR	homocystinuria due to methylene tetrahydrofolate reductase deficiency	MONDO_0009353	ENSMUSG00000029009	MP_0003631	nervous system phenotype	MP_0000884;MP_0000886;MP_0000852	delaminated Purkinje cell layer;abnormal cerebellar granule layer morphology;small cerebellum	True
ENSG00000177084	POLE	POLE-related polyposis and colorectal cancer syndrome	MONDO_0100287	ENSMUSG00000007080	MP_0002006	neoplasm	MP_0012431;MP_0010383;MP_0008014;MP_0009309;MP_0009321;MP_0002404;MP_0009314;MP_0002957;MP_0002020	increased lymphoma incidence;increased adenoma incidence;increased lung tumor incidence;increased small intestine adenocarcinoma incidence;increased histiocytic sarcoma incidence;increased intestinal adenoma incidence;increased colon adenocarcinoma incidence;increased intestinal adenocarcinoma incidence;increased tumor incidence	True
ENSG00000177084	POLE	POLE-related polyposis and colorectal cancer syndrome	MONDO_0100287	ENSMUSG00000007080	MP_0005381	digestive/alimentary phenotype	MP_0009309;MP_0002404;MP_0009314;MP_0002957	increased small intestine adenocarcinoma incidence;increased intestinal adenoma incidence;increased colon adenocarcinoma incidence;increased intestinal adenocarcinoma incidence	True
ENSG00000177105	RHOG	hemophagocytic lymphohistiocytosis due to RhoG deficiency	MONDO_0800147	ENSMUSG00000073982	MP_0005387	immune system phenotype	MP_0005463;MP_0002442;MP_0005466;MP_0002461;MP_0005154	CD4陽性アルファ-ベータ型T細胞の生理異常;abnormal leukocyte physiology;Th2細胞の生理異常;increased immunoglobulin level;B細胞の細胞増殖増加	True
ENSG00000177106	EPS8L2	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000025504	MP_0003631	nervous system phenotype	MP_0004534;MP_0004524;MP_0002622;MP_0009142;MP_0004417;MP_0004521	decreased inner hair cell stereocilia number;short cochlear hair cell stereocilia;abnormal cochlear hair cell morphology;decreased prepulse inhibition;decreased cochlear nerve compound action potential;abnormal cochlear hair cell stereociliary bundle morphology	True
ENSG00000177106	EPS8L2	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000025504	MP_0005377	hearing/vestibular/ear phenotype	MP_0006335;MP_0004534;MP_0004736;MP_0011967;MP_0004524;MP_0002622;MP_0002102;MP_0004742;MP_0006325;MP_0006388;MP_0004738;MP_0004417;MP_0004521	abnormal hearing electrophysiology;decreased inner hair cell stereocilia number;abnormal distortion product otoacoustic emission;increased or absent threshold for auditory brainstem response;short cochlear hair cell stereocilia;abnormal cochlear hair cell morphology;abnormal ear morphology;abnormal vestibular system physiology;impaired hearing;abnormal auditory summating potential;abnormal auditory brainstem response;decreased cochlear nerve compound action potential;abnormal cochlear hair cell stereociliary bundle morphology	True
ENSG00000177106	EPS8L2	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000025504	MP_0005386	behavior/neurological phenotype	MP_0001489;MP_0001486;MP_0009456	decreased startle reflex;abnormal startle reflex;impaired cued conditioning behavior	True
ENSG00000177119	ANO6	Scott syndrome	MONDO_0009885	ENSMUSG00000064210	MP_0005397	hematopoietic system phenotype	MP_0005464;MP_0002417	abnormal platelet physiology;abnormal megakaryocyte morphology	True
ENSG00000177189	RPS6KA3	Coffin-Lowry syndrome	MONDO_0010561	ENSMUSG00000031309	MP_0003631	nervous system phenotype	MP_0002912;MP_0002206;MP_0011274;MP_0020551;MP_0009936;MP_0009538;MP_0011003	abnormal excitatory postsynaptic potential;abnormal CNS synaptic transmission;short excitatory postsynaptic current decay time;abnormal postsynaptic density morphology;abnormal dendritic spine morphology;abnormal synapse morphology;AMPA介在シナプス電流の低下	True
ENSG00000177189	RPS6KA3	Coffin-Lowry syndrome	MONDO_0010561	ENSMUSG00000031309	MP_0005386	behavior/neurological phenotype	MP_0001469;MP_0002063;MP_0002062;MP_0001405	abnormal contextual conditioning behavior;abnormal learning/memory/conditioning;abnormal associative learning;impaired coordination	True
ENSG00000177301	KCNA2	developmental and epileptic encephalopathy	MONDO_0100062	ENSMUSG00000040724	MP_0003631	nervous system phenotype	MP_0003484;MP_0002945;MP_0002272;MP_0002578;MP_0002826;MP_0003463;MP_0009435;MP_0002906;MP_0002064;MP_0004994;MP_0005402;MP_0014625	abnormal channel response;abnormal inhibitory postsynaptic currents;abnormal nervous system electrophysiology;impaired ability to fire action potentials;tonic seizures;abnormal single cell response;abnormal miniature inhibitory postsynaptic currents;increased susceptibility to pharmacologically induced seizures;seizures;abnormal brain wave pattern;abnormal action potential;abnormal ictal brain wave pattern	True
ENSG00000177409	SAMD9L	SAMD9L-related spectrum and myeloid neoplasm risk	MONDO_1060111	ENSMUSG00000047735	MP_0002006	neoplasm	MP_0002026;MP_0012563	increased leukemia incidence;increased tumor incidence following infection	True
ENSG00000177455	CD19	immunodeficiency, common variable, 3	MONDO_0013283	ENSMUSG00000030724	MP_0005387	immune system phenotype	MP_0004799;MP_0004795;MP_0005016;MP_0008554;MP_0000220;MP_0008566;MP_0004798;MP_0005093;MP_0008497;MP_0002144;MP_0008603;MP_0008474;MP_0008495;MP_0002492;MP_0004978;MP_0008597;MP_0008496;MP_0002490;MP_0005017;MP_0008078;MP_0008498;MP_0000222;MP_0001807;MP_0008561;MP_0001800;MP_0008594;MP_0001806;MP_0008578;MP_0002459;MP_0008661	increased susceptibility to experimental autoimmune encephalomyelitis;decreased anti-nuclear antigen antibody level;decreased lymphocyte cell number;decreased circulating tumor necrosis factor level;increased monocyte cell number;increased interferon-gamma secretion;decreased anti-double stranded DNA antibody level;B細胞の細胞増殖減少;IgG2b値低下;B細胞分化異常;decreased circulating interleukin-4 level;absent spleen germinal center;IgG1値低下;IgE値低下;B-1B細胞数減少;decreased circulating interleukin-6 level;IgG2a値低下;abnormal immunoglobulin level;B細胞数の減少;CD8陽性T細胞数の増加;IgG3値低下;decreased neutrophil cell number;IgA値低下;decreased tumor necrosis factor secretion;abnormal humoral immune response;decreased circulating interleukin-10 level;IgM値低下;decreased circulating interferon-gamma level;B細胞生理異常;decreased interleukin-10 secretion	True
ENSG00000177455	CD19	immunodeficiency, common variable, 3	MONDO_0013283	ENSMUSG00000030724	MP_0005397	hematopoietic system phenotype	MP_0005016;MP_0000220;MP_0005093;MP_0008497;MP_0002144;MP_0008474;MP_0008495;MP_0002492;MP_0004978;MP_0008496;MP_0002490;MP_0005017;MP_0008078;MP_0008498;MP_0000222;MP_0001807;MP_0001806;MP_0002459	decreased lymphocyte cell number;increased monocyte cell number;B細胞の細胞増殖減少;IgG2b値低下;B細胞分化異常;absent spleen germinal center;IgG1値低下;IgE値低下;B-1B細胞数減少;IgG2a値低下;abnormal immunoglobulin level;B細胞数の減少;CD8陽性T細胞数の増加;IgG3値低下;decreased neutrophil cell number;IgA値低下;IgM値低下;B細胞生理異常	True
ENSG00000177628	GBA1	Gaucher disease	MONDO_0018150	ENSMUSG00000028048	MP_0005382	craniofacial phenotype	MP_0000428	abnormal craniofacial morphology	True
ENSG00000177628	GBA1	Parkinson disease	MONDO_0005180	ENSMUSG00000028048	MP_0003631	nervous system phenotype	MP_0003354;MP_0008493;MP_0002152;MP_0004077	astrocytosis;alpha-synuclein inclusion body;abnormal brain morphology;abnormal striatum morphology	True
ENSG00000177807	KCNJ10	EAST syndrome	MONDO_0013005	ENSMUSG00000044708	MP_0003631	nervous system phenotype	MP_0002272;MP_0000953;MP_0000920;MP_0008027;MP_0004324;MP_0005405;MP_0004298;MP_0004398;MP_0004404;MP_0004716;MP_0000955;MP_0002857	abnormal nervous system electrophysiology;abnormal oligodendrocyte morphology;abnormal myelination;abnormal spinal cord white matter morphology;vestibular hair cell degeneration;axon degeneration;vestibular ganglion degeneration;cochlear inner hair cell degeneration;cochlear outer hair cell degeneration;abnormal cochlear nerve morphology;abnormal spinal cord morphology;cochlear ganglion degeneration	True
ENSG00000177807	KCNJ10	EAST syndrome	MONDO_0013005	ENSMUSG00000044708	MP_0005367	renal/urinary system phenotype	MP_0002703;MP_0001762;MP_0011471;MP_0002986;MP_0006316	abnormal renal tubule morphology;polyuria;decreased urine creatinine level;decreased urine calcium level;increased urine sodium level	True
ENSG00000177807	KCNJ10	enlarged vestibular aqueduct syndrome	MONDO_0023069	ENSMUSG00000044708	MP_0005377	hearing/vestibular/ear phenotype	MP_0000031;MP_0004410;MP_0006403;MP_0006325;MP_0006025;MP_0003169;MP_0006021;MP_0000043;MP_0004324;MP_0006024;MP_0003149;MP_0004409;MP_0000048;MP_0004398;MP_0004404;MP_0011967;MP_0004334;MP_0004331	abnormal cochlea morphology;absent endocochlear potential;abnormal cochlear endolymph ionic homeostasis;impaired hearing;distended Reissner membrane;abnormal scala media morphology;abnormal Reissner membrane morphology;organ of Corti degeneration;vestibular hair cell degeneration;collapsed Reissner membrane;abnormal tectorial membrane morphology;abnormal crista ampullaris neuroepithelium morphology;abnormal stria vascularis morphology;cochlear inner hair cell degeneration;cochlear outer hair cell degeneration;increased or absent threshold for auditory brainstem response;utricular macular degeneration;vestibular saccular macula degeneration	True
ENSG00000178445	GLDC	glycine encephalopathy	MONDO_0011612	ENSMUSG00000024827	MP_0003631	nervous system phenotype	MP_0001891;MP_0001915;MP_0011380;MP_0002151;MP_0004261;MP_0000928;MP_0000914;MP_0000929	hydrocephaly;intracranial hemorrhage;enlarged brain ventricles;abnormal neural tube morphology;abnormal embryonic neuroepithelium morphology;incomplete rostral neuropore closure;exencephaly;open neural tube	True
ENSG00000178538	CA8	cerebellar ataxia	MONDO_0000437	ENSMUSG00000041261	MP_0003631	nervous system phenotype	MP_0002184;MP_0000889;MP_0004811;MP_0000849	abnormal innervation;abnormal cerebellar molecular layer;abnormal neuron physiology;abnormal cerebellum morphology	True
ENSG00000178562	CD28	immunodeficiency 123 with HPV-related verrucosis	MONDO_0971177	ENSMUSG00000026012	MP_0005387	immune system phenotype	MP_0010766;MP_0003009;MP_0008500;MP_0008567;MP_0009336;MP_0000709;MP_0005596;MP_0008192;MP_0005466;MP_0006413;MP_0008482;MP_0002401;MP_0008688;MP_0001847;MP_0002490;MP_0008497;MP_0005616;MP_0008495;MP_0005463;MP_0005671;MP_0008566;MP_0004800;MP_0008074;MP_0004803;MP_0004816;MP_0002460;MP_0004974;MP_0008075;MP_0008664;MP_0000218;MP_0001806;MP_0008496;MP_0005095;MP_0005018;MP_0005078;MP_0008578;MP_0008603;MP_0005465;MP_0005348;MP_0004946;MP_0008700	NK細胞の生理異常;abnormal cytokine secretion;IgG2a値の上昇;decreased interferon-gamma secretion;increased splenocyte proliferation;enlarged thymus;increased susceptibility to type I hypersensitivity reaction;abnormal germinal center B cell physiology;Th2細胞の生理異常;T細胞アポトーシスの増加;decreased spleen germinal center number;abnormal lymphopoiesis;decreased interleukin-2 secretion;brain inflammation;abnormal immunoglobulin level;IgG2b値低下;decreased susceptibility to type IV hypersensitivity reaction;IgG1値低下;CD4陽性アルファ-ベータ型T細胞の生理異常;abnormal response to transplant;increased interferon-gamma secretion;decreased susceptibility to experimental autoimmune encephalomyelitis;CD4陽性アルファ-ベータ型T細胞数の増加;increased susceptibility to autoimmune diabetes;abnormal class switch recombination;decreased immunoglobulin level;decreased regulatory T cell number;CD4陽性アルファ-ベータT型細胞数の減少;decreased interleukin-12 secretion;increased leukocyte cell number;IgM値低下;IgG2a値低下;T細胞の細胞増殖減少;T細胞数の減少;abnormal cytotoxic T cell physiology;decreased circulating interferon-gamma level;decreased circulating interleukin-4 level;Th1細胞の生理異常;T細胞の細胞増殖増加;abnormal regulatory T cell physiology;decreased interleukin-4 secretion	True
ENSG00000178568	ERBB4	amyotrophic lateral sclerosis type 19	MONDO_0014223	ENSMUSG00000062209	MP_0003631	nervous system phenotype	MP_0001082;MP_0001081;MP_0003703;MP_0001056;MP_0003088;MP_0000940;MP_0000968;MP_0001092;MP_0001065;MP_0001073;MP_0001072;MP_0001071	abnormal geniculate ganglion morphology;abnormal cranial ganglia morphology;abnormal vestibulocochlear ganglion morphology;abnormal cranial nerve morphology;abnormal prepulse inhibition;abnormal motor neuron innervation pattern;abnormal sensory neuron innervation pattern;abnormal trigeminal ganglion morphology;abnormal trigeminal nerve morphology;abnormal glossopharyngeal nerve morphology;abnormal vestibulocochlear nerve morphology;abnormal facial nerve morphology	True
ENSG00000178726	THBD	atypical hemolytic-uremic syndrome	MONDO_0016244	ENSMUSG00000074743	MP_0005387	immune system phenotype	MP_0000689;MP_0008641;MP_0008554;MP_0008596;MP_0008735;MP_0008553;MP_0002442;MP_0003628	abnormal spleen morphology;increased circulating interleukin-1 beta level;decreased circulating tumor necrosis factor level;increased circulating interleukin-6 level;increased susceptibility to endotoxin shock;increased circulating tumor necrosis factor level;abnormal leukocyte physiology;abnormal leukocyte adhesion	True
ENSG00000178726	THBD	atypical hemolytic-uremic syndrome	MONDO_0016244	ENSMUSG00000074743	MP_0005397	hematopoietic system phenotype	MP_0000689;MP_0002442;MP_0003628	abnormal spleen morphology;abnormal leukocyte physiology;abnormal leukocyte adhesion	True
ENSG00000178726	THBD	thrombomodulin-related bleeding disorder	MONDO_0013775	ENSMUSG00000074743	MP_0005397	hematopoietic system phenotype	MP_0000689;MP_0002442;MP_0003628	abnormal spleen morphology;abnormal leukocyte physiology;abnormal leukocyte adhesion	True
ENSG00000178802	MPI	MPI-congenital disorder of glycosylation	MONDO_0011257	ENSMUSG00000032306	MP_0005385	cardiovascular system phenotype	MP_0000259;MP_0001719;MP_0003229;MP_0000260	abnormal vascular development;absent vitelline blood vessels;abnormal vitelline vasculature morphology;abnormal angiogenesis	True
ENSG00000178919	FOXE1	Bamforth-Lazarus syndrome	MONDO_0009437	ENSMUSG00000070990	MP_0005379	endocrine/exocrine gland phenotype	MP_0003421;MP_0005314	abnormal thyroid gland development;absent thyroid gland	True
ENSG00000179142	CYP11B2	familial hyperreninemic hypoaldosteronism type 2	MONDO_0011754	ENSMUSG00000022589	MP_0005379	endocrine/exocrine gland phenotype	MP_0008288;MP_0008291;MP_0008293	abnormal adrenal cortex morphology;abnormal adrenocortical cell morphology;abnormal adrenal gland zona glomerulosa morphology	True
ENSG00000179142	CYP11B2	familial hyperreninemic hypoaldosteronism type 2	MONDO_0011754	ENSMUSG00000075604	MP_0005379	endocrine/exocrine gland phenotype	MP_0014286;MP_0000635;MP_0001134;MP_0004956;MP_0009078;MP_0000642	increased adrenal gland zona fasciculata size;pituitary gland hyperplasia;absent corpus luteum;decreased thymus weight;adrenal gland hyperplasia;enlarged adrenal glands	True
ENSG00000179163	FUCA1	fucosidosis	MONDO_0009254	ENSMUSG00000028673	MP_0005378	growth/size/body region phenotype	MP_0011874	enlarged urinary bladder	True
ENSG00000179270	PCARE	PCARE-related retinopathy	MONDO_0800404	ENSMUSG00000044375	MP_0003631	nervous system phenotype	MP_0008584;MP_0008587;MP_0020448;MP_0008444;MP_0008586;MP_0003730;MP_0014059	photoreceptor outer segment degeneration;short photoreceptor outer segment;increased microglial cell activation;retina cone cell degeneration;disorganized photoreceptor outer segment;abnormal photoreceptor inner segment morphology;abnormal photoreceptor connecting cilium morphology	True
ENSG00000179270	PCARE	PCARE-related retinopathy	MONDO_0800404	ENSMUSG00000044375	MP_0005391	vision/eye phenotype	MP_0008584;MP_0012143;MP_0003731;MP_0008587;MP_0005201;MP_0012029;MP_0008444;MP_0009392;MP_0004021;MP_0012144;MP_0008586;MP_0004022;MP_0008515;MP_0005103;MP_0003730;MP_0008518;MP_0001326;MP_0014059	photoreceptor outer segment degeneration;a波振幅の減小;abnormal retina outer nuclear layer morphology;short photoreceptor outer segment;abnormal retina pigment epithelium morphology;abnormal electroretinogram waveform feature;retina cone cell degeneration;retina gliosis;abnormal rod electrophysiology;b波振幅の減衰;disorganized photoreceptor outer segment;abnormal cone electrophysiology;thin retina outer nuclear layer;abnormal retina pigmentation;abnormal photoreceptor inner segment morphology;retina outer nuclear layer degeneration;retina degeneration;abnormal photoreceptor connecting cilium morphology	True
ENSG00000179284	DAND5	congenital heart disease	MONDO_0005453	ENSMUSG00000053226	MP_0005378	growth/size/body region phenotype	MP_0002766;MP_0003178	situs inversus;left pulmonary isomerism	True
ENSG00000179284	DAND5	congenital heart disease	MONDO_0005453	ENSMUSG00000053226	MP_0005385	cardiovascular system phenotype	MP_0004252;MP_0010402;MP_0010403	abnormal direction of heart looping;ventricular septal defect;atrial septal defect	True
ENSG00000179295	PTPN11	Costello syndrome	MONDO_0009026	ENSMUSG00000043733	MP_0005378	growth/size/body region phenotype	MP_0001625;MP_0002833;MP_0001262;MP_0003743;MP_0030034;MP_0000274;MP_0001265;MP_0002625;MP_0003984;MP_0000691;MP_0004134;MP_0030189;MP_0031277;MP_0003960;MP_0005659;MP_0001732;MP_0012514;MP_0001258;MP_0008489;MP_0000447	cardiac hypertrophy;increased heart weight;decreased body weight;abnormal facial morphology;depressed nasal bridge;enlarged heart;decreased body size;heart left ventricle hypertrophy;embryonic growth retardation;enlarged spleen;abnormal chest morphology;broad snout;pectus carinatum;increased lean body mass;decreased susceptibility to diet-induced obesity;postnatal growth retardation;pectus excavatum;decreased body length;slow postnatal weight gain;flattened snout	True
ENSG00000179295	PTPN11	Costello syndrome	MONDO_0009026	ENSMUSG00000043733	MP_0005385	cardiovascular system phenotype	MP_0001625;MP_0002953;MP_0010618;MP_0002833;MP_0004564;MP_0005140;MP_0010724;MP_0000266;MP_0002652;MP_0001914;MP_0003141;MP_0000274;MP_0002625;MP_0014316;MP_0000281;MP_0005333;MP_0006113;MP_0010403;MP_0005598;MP_0010412;MP_0010402;MP_0008825;MP_0003808;MP_0011952;MP_0000267;MP_0002753;MP_0000284;MP_0002795;MP_0005312;MP_0004057;MP_0002843	cardiac hypertrophy;thick ventricular wall;enlarged mitral valve;increased heart weight;increased myocardial fiber size;decreased cardiac muscle contractility;thick interventricular septum;abnormal heart morphology;thin myocardium;hemorrhage;cardiac fibrosis;enlarged heart;heart left ventricle hypertrophy;decreased heart left ventricle posterior wall thickness;abnormal interventricular septum morphology;decreased heart rate;abnormal heart septum morphology;atrial septal defect;decreased heart ventricle muscle contractility;atrioventricular septal defect;ventricular septal defect;abnormal cardiac epithelial to mesenchymal transition;increased atrioventricular cushion size;decreased cardiac stroke volume;abnormal heart development;dilated heart left ventricle;double outlet right ventricle;dilated cardiomyopathy;pericardial effusion;thin myocardium compact layer;decreased systemic arterial blood pressure	True
ENSG00000179295	PTPN11	Noonan syndrome	MONDO_0018997	ENSMUSG00000043733	MP_0005378	growth/size/body region phenotype	MP_0001625;MP_0002833;MP_0001262;MP_0003743;MP_0030034;MP_0000274;MP_0001265;MP_0002625;MP_0003984;MP_0000691;MP_0004134;MP_0030189;MP_0031277;MP_0003960;MP_0005659;MP_0001732;MP_0012514;MP_0001258;MP_0008489;MP_0000447	cardiac hypertrophy;increased heart weight;decreased body weight;abnormal facial morphology;depressed nasal bridge;enlarged heart;decreased body size;heart left ventricle hypertrophy;embryonic growth retardation;enlarged spleen;abnormal chest morphology;broad snout;pectus carinatum;increased lean body mass;decreased susceptibility to diet-induced obesity;postnatal growth retardation;pectus excavatum;decreased body length;slow postnatal weight gain;flattened snout	True
ENSG00000179295	PTPN11	Noonan syndrome	MONDO_0018997	ENSMUSG00000043733	MP_0005385	cardiovascular system phenotype	MP_0001625;MP_0002953;MP_0010618;MP_0002833;MP_0004564;MP_0005140;MP_0010724;MP_0000266;MP_0002652;MP_0001914;MP_0003141;MP_0000274;MP_0002625;MP_0014316;MP_0000281;MP_0005333;MP_0006113;MP_0010403;MP_0005598;MP_0010412;MP_0010402;MP_0008825;MP_0003808;MP_0011952;MP_0000267;MP_0002753;MP_0000284;MP_0002795;MP_0005312;MP_0004057;MP_0002843	cardiac hypertrophy;thick ventricular wall;enlarged mitral valve;increased heart weight;increased myocardial fiber size;decreased cardiac muscle contractility;thick interventricular septum;abnormal heart morphology;thin myocardium;hemorrhage;cardiac fibrosis;enlarged heart;heart left ventricle hypertrophy;decreased heart left ventricle posterior wall thickness;abnormal interventricular septum morphology;decreased heart rate;abnormal heart septum morphology;atrial septal defect;decreased heart ventricle muscle contractility;atrioventricular septal defect;ventricular septal defect;abnormal cardiac epithelial to mesenchymal transition;increased atrioventricular cushion size;decreased cardiac stroke volume;abnormal heart development;dilated heart left ventricle;double outlet right ventricle;dilated cardiomyopathy;pericardial effusion;thin myocardium compact layer;decreased systemic arterial blood pressure	True
